agent1,agent2,num_agents_scene,common_start_frame,common_end_frame,interaction_bool,path_sharing_bool,start_path_sharing_frame_difference,real_time_closest_distance,scene
1,3,8,1,27,False,False,,34.36704982592112,scene-0505
1,2,8,1,37,False,False,,6.662011120378368,scene-0505
1,0,8,1,37,False,False,,17.932822800643553,scene-0505
5,4,8,1,37,False,False,,22.787397768146516,scene-0505
5,3,8,1,27,False,False,,12.326654142188277,scene-0505
5,2,8,1,37,False,False,,16.459524370105623,scene-0505
5,0,8,1,37,False,False,,5.9549606026388,scene-0505
4,3,8,1,27,False,False,,34.66614911722496,scene-0505
4,2,8,1,37,False,False,,7.460559772496485,scene-0505
4,0,8,1,37,False,False,,18.343550515674234,scene-0505
3,2,8,1,27,False,False,,27.705053448993826,scene-0505
3,0,8,1,27,False,False,,16.437552202707515,scene-0505
2,0,8,1,37,False,False,,11.272037141552264,scene-0505
99,0,11,1,37,False,False,,22.853385285606585,scene-0506
99,4,11,1,37,False,False,,6.092418823585799,scene-0506
99,8,11,1,14,False,False,,3.515347179985623,scene-0506
99,2,11,1,16,False,False,,22.128524664636686,scene-0506
99,6,11,1,21,False,False,,7.205733799384314,scene-0506
99,3,11,1,18,False,False,,3.924126548678808,scene-0506
99,7,11,1,37,False,False,,49.56001454410391,scene-0506
99,1,11,1,37,False,False,,34.47238340556205,scene-0506
99,5,11,4,21,False,False,,7.683720873434084,scene-0506
99,9,11,4,16,False,False,,3.4846445505373915,scene-0506
0,4,11,1,37,False,False,,3.188101929414909,scene-0506
0,8,11,1,14,False,False,,3.5682936996320405,scene-0506
0,2,11,1,16,False,False,,35.752956056841704,scene-0506
0,6,11,1,21,False,False,,7.077161319658302,scene-0506
0,3,11,1,18,False,False,,15.711471571776885,scene-0506
0,7,11,1,37,False,False,,73.93876978286897,scene-0506
0,1,11,1,37,False,False,,7.173623718498573,scene-0506
0,5,11,4,21,False,False,,7.724102947470112,scene-0506
0,9,11,4,16,False,False,,3.5274226587071937,scene-0506
4,8,11,1,14,False,False,,6.7598884410884095,scene-0506
4,2,11,1,16,False,False,,30.1028469058196,scene-0506
4,6,11,1,21,False,False,,10.332131305210286,scene-0506
4,3,11,1,18,False,False,,12.541296341330662,scene-0506
4,7,11,1,37,False,False,,59.04251968220585,scene-0506
4,1,11,1,37,False,False,,21.605976222231757,scene-0506
4,5,11,4,21,False,False,,4.455505139909471,scene-0506
4,9,11,4,16,False,False,,6.767247930896462,scene-0506
8,2,11,1,14,False,False,,6.942112611413636,scene-0506
8,6,11,1,14,False,False,,21.91870240272127,scene-0506
8,3,11,1,14,False,False,,7.182323055974311,scene-0506
8,7,11,1,14,False,False,,11.216241107066907,scene-0506
8,1,11,1,14,False,False,,6.746589263627217,scene-0506
8,5,11,4,14,False,False,,15.50212419715162,scene-0506
8,9,11,4,14,False,False,,36.988868016648816,scene-0506
2,6,11,1,16,False,False,,12.243560434293526,scene-0506
2,3,11,1,16,False,False,,18.835238545272027,scene-0506
2,7,11,1,16,False,False,,15.937643776506885,scene-0506
2,1,11,1,16,False,False,,47.89838638388164,scene-0506
2,5,11,4,16,False,False,,9.331956358521674,scene-0506
2,9,11,4,16,False,False,,10.85726845787459,scene-0506
6,3,11,1,18,False,False,,11.136342056122736,scene-0506
6,7,11,1,21,False,False,,7.5999246814427766,scene-0506
6,1,11,1,21,False,False,,10.484183453382009,scene-0506
6,5,11,4,21,False,False,,14.775482836005082,scene-0506
6,9,11,4,16,False,False,,3.6443670477066457,scene-0506
3,7,11,1,18,False,False,,52.902331163159396,scene-0506
3,1,11,1,18,False,False,,32.44494252284204,scene-0506
3,5,11,4,18,False,False,,3.815851450237232,scene-0506
3,9,11,4,16,False,False,,7.447406704364496,scene-0506
7,1,11,1,37,False,False,,88.10253914723648,scene-0506
7,5,11,4,21,False,False,,28.186016313588688,scene-0506
7,9,11,4,16,False,False,,6.506129881778971,scene-0506
1,5,11,4,21,False,False,,4.976161817292898,scene-0506
1,9,11,4,16,False,False,,6.876588179827056,scene-0506
5,9,11,4,16,False,False,,11.166336784234836,scene-0506
99,0,8,1,20,False,False,,32.83737375611229,scene-0507
99,5,8,1,13,False,False,,3.9809916519499033,scene-0507
99,6,8,1,29,False,False,,53.11673768502915,scene-0507
99,3,8,1,31,False,False,,12.94005565579199,scene-0507
99,4,8,1,31,False,False,,4.412280032862563,scene-0507
99,1,8,6,23,False,False,,5.552464652150791,scene-0507
99,2,8,7,24,False,False,,5.491572199156741,scene-0507
0,5,8,1,13,False,False,,7.602390238006515,scene-0507
0,6,8,1,20,False,False,,87.08211537393315,scene-0507
0,3,8,1,20,False,False,,6.911594063380242,scene-0507
0,4,8,1,20,False,False,,37.16012474391556,scene-0507
0,1,8,6,20,False,False,,13.968119360835308,scene-0507
0,2,8,7,20,False,False,,9.015235232153955,scene-0507
5,6,8,1,13,False,False,,19.568798792807765,scene-0507
5,3,8,1,13,False,False,,4.06319820744233,scene-0507
5,4,8,1,13,False,False,,23.84665822433105,scene-0507
5,1,8,6,13,False,False,,94.56604188654033,scene-0507
5,2,8,7,13,False,False,,84.1440062447406,scene-0507
6,3,8,1,29,False,False,,80.97326044102628,scene-0507
6,4,8,1,29,False,False,,3.8730182585666117,scene-0507
6,1,8,6,23,False,False,,7.931913411536941,scene-0507
6,2,8,7,24,False,False,,8.438665277555787,scene-0507
3,4,8,1,31,False,False,,7.436345656956856,scene-0507
3,1,8,6,23,False,False,,5.327252316784509,scene-0507
3,2,8,7,24,False,False,,5.114915830504451,scene-0507
4,1,8,6,23,False,False,,9.941278552031585,scene-0507
4,2,8,7,24,False,False,,10.076628842041588,scene-0507
1,2,8,7,23,False,False,,11.554899066099816,scene-0507
99,2,9,1,14,False,False,,14.232972316219488,scene-0508
99,0,9,1,16,False,False,,6.767507877056943,scene-0508
99,5,9,1,15,False,False,,8.593651510888044,scene-0508
99,6,9,1,39,False,False,,9.251554116939644,scene-0508
99,3,9,1,12,False,False,,14.1670825145732,scene-0508
99,1,9,1,39,False,False,,20.307879016579736,scene-0508
99,4,9,21,39,False,False,,26.678760085177046,scene-0508
99,7,9,22,39,False,False,,19.5689933194579,scene-0508
2,0,9,1,14,False,False,,9.112126500843814,scene-0508
2,5,9,1,14,False,False,,5.613809773059593,scene-0508
2,6,9,1,14,False,False,,5.839735162803506,scene-0508
2,3,9,1,12,False,False,,4.2933343781265885,scene-0508
2,1,9,1,14,False,False,,3.816617403817022,scene-0508
0,5,9,1,15,False,False,,4.007436768243482,scene-0508
0,6,9,1,16,False,False,,7.085711033954848,scene-0508
0,3,9,1,12,False,False,,13.792624526264659,scene-0508
0,1,9,1,16,False,False,,7.170732605866216,scene-0508
5,6,9,1,15,False,False,,3.4624877753884853,scene-0508
5,3,9,1,12,False,False,,5.930027719520542,scene-0508
5,1,9,1,15,False,False,,3.382647988721845,scene-0508
6,3,9,1,12,False,False,,8.341183194376418,scene-0508
6,1,9,1,39,False,False,,8.973900425982968,scene-0508
6,4,9,21,39,False,False,,49.396337323035695,scene-0508
6,7,9,22,39,False,False,,16.50266986471516,scene-0508
3,1,9,1,12,False,False,,8.31324004270717,scene-0508
1,4,9,21,39,False,False,,57.25023655707199,scene-0508
1,7,9,22,39,False,False,,12.288782973848148,scene-0508
4,7,9,22,39,False,False,,46.93606122579458,scene-0508
99,0,4,1,12,False,False,,4.492663897206478,scene-0509
99,1,4,1,37,False,False,,17.937764597085128,scene-0509
99,2,4,7,19,False,False,,4.885547494587091,scene-0509
0,1,4,1,12,False,False,,5.361989270633504,scene-0509
0,2,4,7,12,False,False,,50.59332638514452,scene-0509
1,2,4,7,19,False,False,,5.796195800608812,scene-0509
99,0,3,1,20,False,False,,49.60232852817285,scene-0510
99,1,3,1,38,False,False,,7.227419577627473,scene-0510
0,1,3,1,20,False,False,,48.15031203657077,scene-0510
99,1,5,1,12,False,False,,21.406147121265757,scene-0511
99,3,5,1,38,False,False,,10.273814288181116,scene-0511
99,2,5,1,38,False,False,,38.07930983659426,scene-0511
99,0,5,4,23,False,False,,7.009393671763796,scene-0511
1,3,5,1,12,False,False,,11.530219753273196,scene-0511
1,2,5,1,12,False,False,,4.679221784841187,scene-0511
1,0,5,4,12,False,False,,43.9472597031996,scene-0511
3,2,5,1,38,False,False,,17.71174883067375,scene-0511
3,0,5,4,23,False,False,,7.352221912652992,scene-0511
2,0,5,4,23,False,False,,5.355104069306492,scene-0511
99,0,3,1,37,False,False,,8.614433771993097,scene-0512
99,1,3,12,37,False,False,,21.765487244629583,scene-0512
0,1,3,12,37,False,False,,11.062411919474956,scene-0512
99,2,5,1,15,False,False,,22.196808877505266,scene-0513
99,0,5,1,33,False,False,,36.49653590299464,scene-0513
99,3,5,1,37,False,False,,10.190443177488946,scene-0513
99,1,5,1,23,False,False,,24.996709868475456,scene-0513
2,0,5,1,15,False,False,,26.97885757604684,scene-0513
2,3,5,1,15,False,False,,12.534763177626957,scene-0513
2,1,5,1,15,False,False,,12.022014526318136,scene-0513
0,3,5,1,33,False,False,,36.86048670976538,scene-0513
0,1,5,1,23,False,False,,13.760654176026264,scene-0513
3,1,5,1,23,False,False,,23.532913103377314,scene-0513
99,4,8,1,31,False,False,,6.198071649494305,scene-0514
99,3,8,1,31,False,False,,6.243824073468666,scene-0514
99,1,8,6,33,False,False,,6.364084808037497,scene-0514
99,5,8,17,33,False,False,,6.163424722387108,scene-0514
99,0,8,17,33,False,False,,17.47758671247359,scene-0514
99,2,8,20,33,False,False,,8.82784703076182,scene-0514
99,6,8,21,33,False,False,,3.198882332395042,scene-0514
4,3,8,1,31,False,False,,11.100256957730592,scene-0514
4,1,8,6,31,False,False,,5.78710124478395,scene-0514
4,5,8,17,31,False,False,,25.73223772652622,scene-0514
4,0,8,17,31,False,False,,7.917914714167793,scene-0514
4,2,8,20,31,False,False,,13.554221140602897,scene-0514
4,6,8,21,31,False,False,,30.791456716991444,scene-0514
3,1,8,6,31,False,False,,6.628606903024984,scene-0514
3,5,8,17,31,False,False,,12.613274299900832,scene-0514
3,0,8,17,31,False,False,,21.19679550518453,scene-0514
3,2,8,20,31,False,False,,7.407343824913132,scene-0514
3,6,8,21,31,False,False,,9.910830947523683,scene-0514
1,5,8,17,33,False,False,,6.109041591483424,scene-0514
1,0,8,17,33,False,False,,23.863721760808215,scene-0514
1,2,8,20,33,False,False,,9.123753059322597,scene-0514
1,6,8,21,33,False,False,,3.277840787005727,scene-0514
5,0,8,17,33,False,False,,9.267100074851433,scene-0514
5,2,8,20,33,False,False,,14.83501899795265,scene-0514
5,6,8,21,33,False,False,,4.497161960807032,scene-0514
0,2,8,20,33,False,False,,23.385522843369788,scene-0514
0,6,8,21,33,False,False,,9.789236478180456,scene-0514
2,6,8,21,33,False,False,,12.4511493062372,scene-0514
99,0,2,1,34,False,False,,11.416135644077876,scene-0515
99,2,5,1,20,False,False,,16.844030608810503,scene-0517
99,1,5,9,24,False,False,,46.822838346584135,scene-0517
99,0,5,10,24,False,False,,12.985751198460498,scene-0517
99,3,5,12,24,False,False,,24.45738066099393,scene-0517
2,1,5,9,20,False,False,,44.00372510314851,scene-0517
2,0,5,10,20,False,False,,31.738296199149463,scene-0517
2,3,5,12,20,False,False,,42.16484596258938,scene-0517
1,0,5,10,24,False,False,,62.82443976498307,scene-0517
1,3,5,12,24,False,False,,56.664065153228904,scene-0517
0,3,5,12,24,False,False,,24.33967384089591,scene-0517
99,6,13,1,38,False,False,,9.293564166845107,scene-0518
99,4,13,1,38,False,True,17,17.90213306102426,scene-0518
99,3,13,1,38,False,False,,8.705123378301385,scene-0518
99,10,13,1,22,False,False,,5.225484895850503,scene-0518
99,1,13,1,22,True,True,7,5.5927926541628565,scene-0518
99,11,13,2,20,False,False,,67.50394643234152,scene-0518
99,2,13,7,32,False,False,,2.997188319632962,scene-0518
99,5,13,7,32,False,False,,6.803123936907297,scene-0518
99,0,13,16,32,False,False,,24.454421784457722,scene-0518
99,8,13,17,36,False,False,,6.4750243754462,scene-0518
99,7,13,25,38,False,False,,5.37540999734009,scene-0518
99,9,13,25,38,False,True,30,26.151424847641877,scene-0518
6,4,13,1,38,False,False,,30.72685703240206,scene-0518
6,3,13,1,38,False,False,,3.992475540310742,scene-0518
6,10,13,1,22,False,False,,4.179632160230484,scene-0518
6,1,13,1,22,False,True,15,6.485985778876089,scene-0518
6,11,13,2,20,False,False,,74.33045045874829,scene-0518
6,2,13,7,32,False,False,,11.991208026486982,scene-0518
6,5,13,7,32,False,False,,6.381332708819157,scene-0518
6,0,13,16,32,False,False,,15.055013713524257,scene-0518
6,8,13,17,36,False,False,,7.038252186606709,scene-0518
6,7,13,25,38,False,False,,5.063229661327617,scene-0518
6,9,13,25,38,False,False,,14.587578061118872,scene-0518
4,3,13,1,38,False,False,,41.13835264346572,scene-0518
4,10,13,1,22,False,False,,5.912304590579597,scene-0518
4,1,13,1,22,False,False,,20.22647569704787,scene-0518
4,11,13,2,20,False,False,,44.668359649842614,scene-0518
4,2,13,7,32,False,False,,5.395415115554379,scene-0518
4,5,13,7,32,False,False,,4.392603390130379,scene-0518
4,0,13,16,32,False,False,,69.20968794919231,scene-0518
4,8,13,17,36,False,False,,5.346553447609112,scene-0518
4,7,13,25,38,False,False,,4.2452896521904835,scene-0518
4,9,13,25,38,False,True,37,90.69575657155852,scene-0518
3,10,13,1,22,False,False,,8.098461707513419,scene-0518
3,1,13,1,22,False,True,18,10.421249559042682,scene-0518
3,11,13,2,20,False,False,,82.82450188540393,scene-0518
3,2,13,7,32,False,False,,19.58798416230223,scene-0518
3,5,13,7,32,False,False,,12.977065085244476,scene-0518
3,0,13,16,32,False,False,,15.169526901594196,scene-0518
3,8,13,17,36,False,False,,12.291342225426648,scene-0518
3,7,13,25,38,False,False,,11.771020848192856,scene-0518
3,9,13,25,38,False,False,,9.044360639919121,scene-0518
10,1,13,1,22,True,True,8,4.352855843597957,scene-0518
10,11,13,2,20,False,False,,56.27358247327051,scene-0518
10,2,13,7,22,False,False,,28.4809002789307,scene-0518
10,5,13,7,22,False,False,,47.7877996180519,scene-0518
10,0,13,16,22,False,False,,5.88786692275742,scene-0518
10,8,13,17,22,False,False,,63.55647365159641,scene-0518
1,11,13,2,20,False,False,,65.76266257370979,scene-0518
1,2,13,7,22,False,False,,16.377077577867436,scene-0518
1,5,13,7,22,False,True,16,44.034504636986796,scene-0518
1,0,13,16,22,False,False,,9.395127036777891,scene-0518
1,8,13,17,22,False,False,,59.23764897465932,scene-0518
11,2,13,7,20,False,False,,48.68627356749277,scene-0518
11,5,13,7,20,False,False,,5.139206768920884,scene-0518
11,0,13,16,20,False,False,,109.73804789831232,scene-0518
11,8,13,17,20,False,False,,25.10241238544098,scene-0518
2,5,13,7,32,False,False,,8.977753252544588,scene-0518
2,0,13,16,32,False,False,,33.370312956774136,scene-0518
2,8,13,17,32,False,False,,9.011413022209974,scene-0518
2,7,13,25,32,False,False,,15.488548619510862,scene-0518
2,9,13,25,32,False,False,,32.474793299248596,scene-0518
5,0,13,16,32,False,False,,10.108197174559937,scene-0518
5,8,13,17,32,False,False,,17.408638682609364,scene-0518
5,7,13,25,32,False,False,,42.71664810454747,scene-0518
5,9,13,25,32,False,False,,4.292647279430016,scene-0518
0,8,13,17,32,False,False,,20.249476524234762,scene-0518
0,7,13,25,32,False,False,,49.058222936060595,scene-0518
0,9,13,25,32,False,False,,14.172645310335179,scene-0518
8,7,13,25,36,False,False,,21.946144162135194,scene-0518
8,9,13,25,36,False,False,,5.8573703702293365,scene-0518
7,9,13,25,38,False,False,,14.586823650038284,scene-0518
99,0,2,1,37,False,False,,8.164195376551426,scene-0525
99,0,2,1,38,True,True,4,11.614048789714357,scene-0526
99,0,2,1,38,False,False,,17.566792817429278,scene-0527
99,0,2,1,37,False,False,,9.611849660043164,scene-0528
99,0,2,1,38,False,False,,9.551846545091689,scene-0529
99,1,4,1,38,False,False,,5.8859526576963965,scene-0530
99,2,4,9,38,False,False,,4.071966522324316,scene-0530
99,0,4,26,38,False,False,,21.54277996644546,scene-0530
1,2,4,9,38,False,False,,4.246937143339252,scene-0530
1,0,4,26,38,False,False,,29.487944856568276,scene-0530
2,0,4,26,38,False,False,,12.572627419561066,scene-0530
99,9,11,1,38,False,False,,7.1000179613962455,scene-0531
99,5,11,1,24,False,False,,5.103845115695259,scene-0531
99,2,11,1,18,False,False,,6.091367697343058,scene-0531
99,4,11,1,21,False,False,,4.915221411272567,scene-0531
99,3,11,3,34,False,True,15,4.273381353014717,scene-0531
99,0,11,5,33,False,False,,7.237953643428205,scene-0531
99,6,11,11,38,False,False,,5.726646168453343,scene-0531
99,7,11,19,38,False,False,,58.239094118607916,scene-0531
99,1,11,20,38,False,False,,5.9292491408166175,scene-0531
99,8,11,22,38,False,False,,5.882694257713727,scene-0531
9,5,11,1,24,False,False,,6.790232708321872,scene-0531
9,2,11,1,18,False,False,,10.46759696447442,scene-0531
9,4,11,1,21,False,False,,11.259200379634958,scene-0531
9,3,11,3,34,True,True,8,4.223623972769955,scene-0531
9,0,11,5,33,False,False,,7.392394333770797,scene-0531
9,6,11,11,38,False,False,,5.413151295539307,scene-0531
9,7,11,19,38,False,False,,89.98176011646602,scene-0531
9,1,11,20,38,False,False,,5.072074026944173,scene-0531
9,8,11,22,38,False,False,,4.404935003522075,scene-0531
5,2,11,1,18,False,False,,7.519208336931568,scene-0531
5,4,11,1,21,False,False,,7.911513318871774,scene-0531
5,3,11,3,24,False,True,23,26.906018667979442,scene-0531
5,0,11,5,24,False,True,20,38.204854667170096,scene-0531
5,6,11,11,24,False,False,,94.99121308836791,scene-0531
5,7,11,19,24,False,False,,116.01048875822623,scene-0531
5,1,11,20,24,False,False,,125.8581460296193,scene-0531
5,8,11,22,24,False,False,,115.76891491172395,scene-0531
2,4,11,1,18,False,False,,15.774587945452657,scene-0531
2,3,11,3,18,False,False,,16.05940054011642,scene-0531
2,0,11,5,18,False,False,,26.007976021539065,scene-0531
2,6,11,11,18,False,False,,82.76458383886259,scene-0531
4,3,11,3,21,False,False,,42.661853275598766,scene-0531
4,0,11,5,21,False,False,,60.196098858006216,scene-0531
4,6,11,11,21,False,False,,114.56877166282243,scene-0531
4,7,11,19,21,False,False,,143.3827062638999,scene-0531
3,0,11,5,33,False,False,,6.979599031207974,scene-0531
3,6,11,11,34,False,False,,33.60247696736184,scene-0531
3,7,11,19,34,False,False,,87.68328107296092,scene-0531
3,1,11,20,34,False,False,,67.54873010895048,scene-0531
3,8,11,22,34,False,True,30,56.56805160156419,scene-0531
0,6,11,11,33,False,False,,37.91177863164406,scene-0531
0,7,11,19,33,False,False,,77.92857702666309,scene-0531
0,1,11,20,33,False,False,,73.0827525297612,scene-0531
0,8,11,22,33,False,True,23,62.39695962338672,scene-0531
6,7,11,19,38,False,False,,21.28114959239117,scene-0531
6,1,11,20,38,False,False,,30.20541758237086,scene-0531
6,8,11,22,38,False,False,,18.968668579389515,scene-0531
7,1,11,20,38,False,False,,4.048037319034904,scene-0531
7,8,11,22,38,False,False,,16.08697906876537,scene-0531
1,8,11,22,38,False,False,,10.580627733637588,scene-0531
99,6,8,1,35,False,False,,70.61959620030191,scene-0532
99,1,8,1,24,False,False,,5.464807126210176,scene-0532
99,2,8,1,19,False,False,,3.9507550865282544,scene-0532
99,4,8,7,29,False,False,,17.535971109458906,scene-0532
99,5,8,9,37,False,False,,3.627605015665455,scene-0532
99,3,8,12,27,False,False,,62.37530415149323,scene-0532
99,0,8,20,37,False,False,,160.3166522850538,scene-0532
6,1,8,1,24,False,False,,94.43857679283839,scene-0532
6,2,8,1,19,False,False,,5.483797638181224,scene-0532
6,4,8,7,29,False,False,,59.313248054026474,scene-0532
6,5,8,9,35,False,False,,72.25435755216559,scene-0532
6,3,8,12,27,False,False,,4.034487626736769,scene-0532
6,0,8,20,35,False,False,,6.860769767867672,scene-0532
1,2,8,1,19,False,False,,3.933849701064406,scene-0532
1,4,8,7,24,False,False,,23.010658153897452,scene-0532
1,5,8,9,24,False,False,,22.81316618972268,scene-0532
1,3,8,12,24,False,False,,78.24228356176737,scene-0532
1,0,8,20,24,False,False,,185.3109405915237,scene-0532
2,4,8,7,19,False,False,,8.107570267830775,scene-0532
2,5,8,9,19,False,True,16,10.005734626250002,scene-0532
2,3,8,12,19,False,False,,108.45695158656513,scene-0532
4,5,8,9,29,False,False,,2.986799863376925,scene-0532
4,3,8,12,27,False,False,,47.78838979083007,scene-0532
4,0,8,20,29,False,False,,158.30297547983028,scene-0532
5,3,8,12,27,False,False,,47.936807366037705,scene-0532
5,0,8,20,37,False,False,,162.16641080470748,scene-0532
3,0,8,20,27,False,False,,93.35643794537887,scene-0532
99,0,3,1,37,False,False,,6.160970160283826,scene-0533
99,1,3,19,37,False,False,,46.9539009214593,scene-0533
0,1,3,19,37,False,False,,58.71265848233245,scene-0533
99,0,2,1,38,False,False,,5.6766265592785246,scene-0534
99,1,3,1,38,False,False,,10.185398195814624,scene-0535
99,0,3,26,38,False,False,,35.67344699002571,scene-0535
1,0,3,26,38,False,False,,45.23316673377467,scene-0535
99,9,12,1,13,False,False,,20.646525560186788,scene-0536
99,5,12,1,27,False,False,,20.93800469585357,scene-0536
99,8,12,2,37,True,True,4,6.2080291858153345,scene-0536
99,0,12,4,21,False,False,,21.225575103073407,scene-0536
99,3,12,5,37,False,False,,30.06768034249932,scene-0536
99,6,12,8,37,False,False,,5.6691660461855955,scene-0536
99,2,12,8,25,False,False,,9.688313231309385,scene-0536
99,7,12,10,37,False,False,,14.044562620620601,scene-0536
99,10,12,13,28,False,False,,10.49310577501747,scene-0536
99,1,12,13,28,False,False,,12.211976098380067,scene-0536
99,4,12,17,35,False,False,,16.265233052768878,scene-0536
9,5,12,1,13,False,False,,9.555788301072964,scene-0536
9,8,12,2,13,False,True,19,11.232249032464896,scene-0536
9,0,12,4,13,True,True,10,21.320214358006385,scene-0536
9,3,12,5,13,False,False,,28.44496227264619,scene-0536
9,6,12,8,13,False,False,,32.96305482560102,scene-0536
9,2,12,8,13,False,False,,42.23596816850437,scene-0536
9,7,12,10,13,False,False,,43.44919235002682,scene-0536
5,8,12,2,27,False,True,13,10.6080733116715,scene-0536
5,0,12,4,21,False,False,,11.636986657089032,scene-0536
5,3,12,5,27,False,False,,24.818316771961637,scene-0536
5,6,12,8,27,False,False,,26.67861140588768,scene-0536
5,2,12,8,25,True,True,11,31.099010268020166,scene-0536
5,7,12,10,27,False,False,,36.85258199544617,scene-0536
5,10,12,13,27,False,True,19,41.45297505043896,scene-0536
5,1,12,13,27,False,False,,38.610053200211404,scene-0536
5,4,12,17,27,False,False,,14.842912729548265,scene-0536
8,0,12,4,21,False,False,,3.662453249293148,scene-0536
8,3,12,5,37,False,False,,17.935323719247975,scene-0536
8,6,12,8,37,False,False,,8.537802589293484,scene-0536
8,2,12,8,25,False,False,,13.518448849601056,scene-0536
8,7,12,10,37,False,False,,18.531660405197044,scene-0536
8,10,12,13,28,False,False,,16.222522549661743,scene-0536
8,1,12,13,28,False,False,,25.329100725344937,scene-0536
8,4,12,17,35,False,False,,8.53217409120402,scene-0536
0,3,12,5,21,False,False,,3.2322432455682786,scene-0536
0,6,12,8,21,False,False,,26.297143370916533,scene-0536
0,2,12,8,21,False,False,,19.515211864261566,scene-0536
0,7,12,10,21,False,False,,34.52268954730882,scene-0536
0,10,12,13,21,True,True,12,35.31394101284193,scene-0536
0,1,12,13,21,False,False,,35.10076133274117,scene-0536
0,4,12,17,21,False,False,,3.8015159750390533,scene-0536
3,6,12,8,37,False,False,,20.31419802512324,scene-0536
3,2,12,8,25,False,False,,32.989232296291654,scene-0536
3,7,12,10,37,False,False,,21.51911918093617,scene-0536
3,10,12,13,28,False,False,,36.244518316536855,scene-0536
3,1,12,13,28,False,False,,48.78540629185076,scene-0536
3,4,12,17,35,False,False,,9.808681403567537,scene-0536
6,2,12,8,25,False,False,,19.68038363038446,scene-0536
6,7,12,10,37,False,False,,8.369905497386775,scene-0536
6,10,12,13,28,False,False,,20.937686583885,scene-0536
6,1,12,13,28,False,False,,6.805430500381528,scene-0536
6,4,12,17,35,False,False,,8.89951320192368,scene-0536
2,7,12,10,25,False,False,,30.214798931085653,scene-0536
2,10,12,13,25,False,False,,7.877924494261656,scene-0536
2,1,12,13,25,False,False,,28.788125872852806,scene-0536
2,4,12,17,25,False,False,,20.600236081210642,scene-0536
7,10,12,13,28,False,False,,29.282772621014093,scene-0536
7,1,12,13,28,False,False,,3.3578005426379414,scene-0536
7,4,12,17,35,False,False,,13.371577486835147,scene-0536
10,1,12,13,28,False,False,,30.066991351054543,scene-0536
10,4,12,17,28,False,False,,25.87831583019375,scene-0536
1,4,12,17,28,False,False,,32.52551447073619,scene-0536
99,7,11,1,24,False,False,,3.0011861932692105,scene-0537
99,6,11,1,35,False,False,,11.910906112332544,scene-0537
99,8,11,1,35,False,False,,3.0425236974237126,scene-0537
99,2,11,1,13,False,False,,3.474672499410872,scene-0537
99,1,11,2,20,False,False,,3.972180889275088,scene-0537
99,5,11,8,20,False,False,,5.735385822136637,scene-0537
99,0,11,10,24,False,False,,6.8157661935072555,scene-0537
99,9,11,11,29,False,False,,5.865174453578079,scene-0537
99,4,11,14,35,False,False,,4.245536759634907,scene-0537
99,3,11,16,35,False,False,,3.9508741591190977,scene-0537
7,6,11,1,24,False,False,,3.263820161110326,scene-0537
7,8,11,1,24,False,False,,3.2392300092407917,scene-0537
7,2,11,1,13,False,False,,6.75972279163359,scene-0537
7,1,11,2,20,False,False,,14.026489141783024,scene-0537
7,5,11,8,20,False,False,,23.322718914772025,scene-0537
7,0,11,10,24,False,False,,31.761034167494454,scene-0537
7,9,11,11,24,False,False,,42.04418936517336,scene-0537
7,4,11,14,24,False,False,,53.756648041995255,scene-0537
7,3,11,16,24,False,False,,64.27293942427816,scene-0537
6,8,11,1,35,False,False,,14.468221396174753,scene-0537
6,2,11,1,13,False,False,,11.056214105101834,scene-0537
6,1,11,2,20,False,False,,4.52451706509162,scene-0537
6,5,11,8,20,False,False,,12.326016523040709,scene-0537
6,0,11,10,24,False,False,,10.772353624191998,scene-0537
6,9,11,11,29,False,False,,8.305160552454984,scene-0537
6,4,11,14,35,False,False,,4.887061955881505,scene-0537
6,3,11,16,35,False,False,,11.441930721613005,scene-0537
8,2,11,1,13,False,False,,3.809153672478487,scene-0537
8,1,11,2,20,False,False,,3.867161863724883,scene-0537
8,5,11,8,20,False,False,,3.908422764327174,scene-0537
8,0,11,10,24,False,False,,3.7338351331522044,scene-0537
8,9,11,11,29,False,False,,3.6844184186237987,scene-0537
8,4,11,14,35,False,False,,3.27355217245723,scene-0537
8,3,11,16,35,False,False,,3.50527552947195,scene-0537
2,1,11,2,13,False,False,,6.9543143050704135,scene-0537
2,5,11,8,13,False,False,,16.2511096499642,scene-0537
2,0,11,10,13,False,False,,25.2928218418892,scene-0537
2,9,11,11,13,False,False,,39.155459807908095,scene-0537
1,5,11,8,20,True,True,10,8.947447516645763,scene-0537
1,0,11,10,20,False,False,,17.025305208217727,scene-0537
1,9,11,11,20,False,False,,27.68866640186786,scene-0537
1,4,11,14,20,False,False,,40.4386355836499,scene-0537
1,3,11,16,20,False,False,,51.36505855544543,scene-0537
5,0,11,10,20,False,False,,7.859408868110902,scene-0537
5,9,11,11,20,False,False,,18.538886454266137,scene-0537
5,4,11,14,20,False,False,,31.29290619562662,scene-0537
5,3,11,16,20,False,False,,42.233467005727974,scene-0537
0,9,11,11,24,False,False,,9.586701669669262,scene-0537
0,4,11,14,24,False,False,,21.334195475779296,scene-0537
0,3,11,16,24,False,False,,31.88972405443456,scene-0537
9,4,11,14,29,False,False,,8.753713225935586,scene-0537
9,3,11,16,29,False,False,,18.928904250650348,scene-0537
4,3,11,16,35,False,False,,7.893585970563062,scene-0537
